       5.360,      98.138,       5.308,      98.111
       5.334,      98.125,       5.308,      98.111
       5.334,      98.125,       5.308,      98.111
       5.360,      98.138,       5.334,      98.125
       5.360,      98.138,       5.334,      98.125
       5.385,      98.151,       5.334,      98.125
       5.360,      98.138,       5.334,      98.125
       5.360,      98.138,       5.334,      98.125
       5.334,      98.125,       5.334,      98.125
       5.334,      98.125,       5.282,      98.097
       5.282,      98.097,       5.257,      98.084
       5.282,      98.097,       5.257,      98.084
       5.257,      98.084,       5.231,      98.070
       5.231,      98.070,       5.205,      98.056
       5.231,      98.070,       5.205,      98.056
       5.231,      98.070,       5.205,      98.056
       5.231,      98.070,       5.205,      98.056
       5.257,      98.084,       5.231,      98.070
       5.257,      98.084,       5.231,      98.070
       5.257,      98.084,       5.231,      98.070
       5.257,      98.084,       5.231,      98.070
       5.282,      98.097,       5.257,      98.084
       5.282,      98.097,       5.257,      98.084
       5.282,      98.097,       5.257,      98.084
       5.282,      98.097,       5.231,      98.070
       5.257,      98.084,       5.231,      98.070
       5.282,      98.097,       5.257,      98.084
       5.282,      98.097,       5.257,      98.084
       5.308,      98.111,       5.282,      98.097
       5.334,      98.125,       5.308,      98.111
       5.385,      98.151,       5.360,      98.138
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.437,      98.179,       5.437,      98.179
       5.462,      98.192,       5.437,      98.179
       5.462,      98.192,       5.462,      98.192
       5.488,      98.206,       5.488,      98.206
       5.488,      98.206,       5.488,      98.206
