       5.205,      98.056,       5.128,      98.016
       5.205,      98.056,       5.154,      98.030
       5.205,      98.056,       5.154,      98.030
       5.205,      98.056,       5.154,      98.030
       5.205,      98.056,       5.154,      98.030
       5.231,      98.070,       5.154,      98.030
       5.205,      98.056,       5.179,      98.043
       5.231,      98.070,       5.179,      98.043
       5.231,      98.070,       5.179,      98.043
       5.231,      98.070,       5.205,      98.056
       5.231,      98.070,       5.179,      98.043
       5.257,      98.084,       5.205,      98.056
       5.257,      98.084,       5.205,      98.056
       5.231,      98.070,       5.205,      98.056
       5.257,      98.084,       5.205,      98.056
       5.257,      98.084,       5.205,      98.056
       5.257,      98.084,       5.205,      98.056
       5.257,      98.084,       5.205,      98.056
       5.231,      98.070,       5.205,      98.056
       5.231,      98.070,       5.179,      98.043
       5.179,      98.043,       5.154,      98.030
       5.154,      98.030,       5.128,      98.016
       5.128,      98.016,       5.102,      98.002
       5.102,      98.002,       5.076,      97.988
       5.102,      98.002,       5.076,      97.988
       5.102,      98.002,       5.076,      97.988
       5.128,      98.016,       5.076,      97.988
       5.231,      98.070,       5.179,      98.043
       5.282,      98.097,       5.231,      98.070
       5.282,      98.097,       5.257,      98.084
       5.360,      98.138,       5.308,      98.111
       5.411,      98.165,       5.385,      98.151
       5.385,      98.151,       5.360,      98.138
       5.308,      98.111,       5.282,      98.097
       5.282,      98.097,       5.231,      98.070
       5.282,      98.097,       5.231,      98.070
       5.282,      98.097,       5.231,      98.070
       5.282,      98.097,       5.231,      98.070
       5.282,      98.097,       5.257,      98.084
       5.282,      98.097,       5.257,      98.084
       5.282,      98.097,       5.257,      98.084
       5.308,      98.111,       5.257,      98.084
       5.334,      98.125,       5.282,      98.097
       5.334,      98.125,       5.282,      98.097
       5.385,      98.151,       5.334,      98.125
       5.385,      98.151,       5.360,      98.138
       5.411,      98.165,       5.385,      98.151
       5.437,      98.179,       5.385,      98.151
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.385,      98.151
       5.437,      98.179,       5.385,      98.151
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.411,      98.165
       5.437,      98.179,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.334,      98.125
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.360,      98.138
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.437,      98.179,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.360,      98.138
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.411,      98.165,       5.385,      98.151
       5.385,      98.151,       5.360,      98.138
       5.385,      98.151,       5.360,      98.138
